question,views,posted
"Where Can I get direct admission in CSE, Thapar Institute Of Engineering And Technology or LPU?",54,2 years ago
Innovation of LPU's Bio-Science scientists made a remarkable contribution to the Chocolate Industry - is this true?,21,2 years ago
Am I eligible to take admission in LPU in any stream? I have got 80% in 12th from Tamil Nadu state board.,53,2 years ago
Does LPU have any tie with Talent Edge?,415,2 years ago
"Which college is better, RNSIT (ISE), CMRIT (ISE), JSSATE (CSE), SJB (ISE) or LPU?",118,2 years ago
What is the ranking of LPU?,238,2 years ago
Can anyone provide a review for B.Des (interior) at LPU?,34,2 years ago
How is the atmosphere in LPU?,23,2 years ago
"Which is the best university for studies and placement after B.Tech EEE among LPU and VIT, Vellore?",18,2 years ago
Is it a good choice to pursue B.Tech from some other campus of LPU?,404,2 years ago
Is LPU the best option in terms of studies?,189,2 years ago
"How to take admission in Thapar University, LPU, Amity University or JP University?",155,2 years ago
How can I apply for BBA admission in Lovely Professional University?,128,2 years ago
"How is the placement of B.Tech CSE at LPU? What is the minimum, average and maximum salary package offered for the same?",517,2 years ago
Is LPU is providing hostel facility to students?,73,2 years ago
Are LPU hostels better than PG's outside campus?,187,2 years ago
Can I get admission in LPU for MBA as I have got 48% in my graduation? Is it possible?,52,2 years ago
Placements at LPU is better or at CU.,157,2 years ago
Is LPU good for an MBA?,61,2 years ago
I got 55% in MAT and 69% in BBA. Can I get a seat in LPU?,67,2 years ago
Is LPU good for B.Tech CSE? I couldn't qualify for JEE Mains.,76,2 years ago
Shall I pursue chemical engineering from UPES or CSE from LPU?,106,2 years ago
Why LPU is the best University?,59,2 years ago
Is it worth to take admission in LPU?,117,2 years ago
How is fashion design programme in LPU? Does it have infrastructure for running this programme?,178,2 years ago
What is the NIRF Ranking of Chandigarh University and LPU this year? Where should I go?,28,2 years ago
Can anyone please tell me the pros & cons of MBA from Lovely Professional University?,97,2 years ago
Which university Certificate in BBA has more value LPU vs Manipal vs SRM vs Sharda vs Amity vs Symbiosis?,35,2 years ago
Is LPU a good choice to pursue B.Tech in CSE? How is its placement assistance?,82,2 years ago
Can I get a good salary jobs after M.Sc microbiology by LPU?,77,2 years ago
What placement opportunities are given to students in India & abroad after completing a BBA from Lovely Professional University?,68,2 years ago
"I am in dilemma to choose B.Tech or B.Tech(Hons.) CSE in LPU, Punjab. Is there any difference in getting placements in both?",40,2 years ago
How is civil engineering in LPU?,166,2 years ago
"The fee in LPU for MBA is low as compared to Amity, Sharda etc. Is it good or bad?",190,2 years ago
Does LPU offer any single girl child scholarship?,119,2 years ago
Does bca  is approve by AICTE,248,2 years ago
Which college is best for MBA LPU or Amity un term of placement as well as ROI.,184,2 years ago
Which is the best college among SRM or LPU for CSE?,84,2 years ago
"IS VIT better than manipal, srm, lpu?",15,2 years ago
"Which college is better to pursue B.Tech in CSE, Lovely Professional University or Amity University, Jaipur?",182,2 years ago
Can humanities student take admission in LPU for B.Design?,51,2 years ago
"Which are the top private engineering colleges other than VIT, SRM or LPU?",77,2 years ago
Which course is better among MBA in HR and MBA in marketing?,172,2 years ago
How is Lovely Professional University for automobile engineering?,115,2 years ago
"Which is the best college for B.Tech among LPU and SRM, Modinagar?",257,2 years ago
Is it worth to take admission in LPU?,93,2 years ago
Which college is better: Birla or LPU?,142,2 years ago
"Which university is better among LPU and Amity, Jaipur to pursue BBA? Which one is better in terms of placement record and faculty?",256,2 years ago
How much marks do I need to score in my class 12th boards in order to pursue B.Sc in agriculture from Lovely Professional university?,279,2 years ago
How will be the placements at LPU? What is the average package?,147,2 years ago
Can I know about the course B.Sc interior design?,96,2 years ago
I do my 12th from arts side can I do BCA in lpu?,29,2 years ago
"Isn't LPU an AICTE approved college? I want to do my B.Tech in core branch i.e. civil, will I face an issue in getting a govt. job?",35,2 years ago
Is there any idea about the placement record of Chandigarh University and LPU and also share their ranking?,12,2 years ago
Forensic Science course from LPU or CU.,29,2 years ago
"Anyone please help me I have to choose one college in between Panipat institute of engineering and technology PIET and LPU, please help.",202,2 years ago
Is it worth to join Lovely Professional University?,127,2 years ago
Which college is better to join: LPU or DIT?,76,2 years ago
Sharda university is best for fashion design or LPU.,80,2 years ago
What is Lovely Professional University best for MBA HR or finance or marketing?,56,2 years ago
I am interested in automobile engineering. Which university is better for the same among LPU and Chandigarh University?,80,2 years ago
How is life at LPU after classes and on weekends?,31,2 years ago
How is LPU for MBA? How is its placement?,300,2 years ago
"Which university is overall better among Punjab University, Punjabi University and Lovely Professional University?",119,2 years ago
"Which is best for CSE: NIT, Sikkim or LPU?",55,2 years ago
"Which college is good among PEC University, LPU, CU and CGC? What is the rank of these colleges?",66,2 years ago
How are the placements for MCA at LPU?,55,2 years ago
"Which is the best choice for B.Tech in civil among Galgotias college, LPU and Sikkim Manipal University and why?",298,2 years ago
Which college is better for BCA: Amity or Lovely Professional University?,232,2 years ago
"Which one out of SRM, VIT, Shiv Nadar and LPU makes sense for B.Tech if I look for great ROI on my investment?",53,2 years ago
"To study B.Tech in computer Science engineering (specialisation in Bioinformatics) or CSE, which is a better college: VIT, Jain or LPU?",128,2 years ago
Which college is better to take admission in engineering- KIIT or LPU?,335,2 years ago
Which one should I prefer for an LL.B: Heritage Law College or Lovely Professional University and why?,196,2 years ago
"Which is best for CSE: NIT, Sikkim or LPU?",22,2 years ago
How is LPU for MBA? How are the placements?,58,2 years ago
Which is best Lpu or Cgc landran for btec,224,2 years ago
"Which is a better option for B.Tech (CSE) among MIT-Pune, LPU and Chandigarh University and why?",661,2 years ago
"Will it be good to study MBA from Lovely Professional University, Punjab?",38,2 years ago
Can I get admission for MBA in LPU for this session (2017) if I appear for October CAT?,102,2 years ago
I have got admission in agriculture B.Sc in LPU which is only having UGC recognition. Will I face any problems in getting a government job?,69,2 years ago
Which university/polytechnic college is better for doing computer science Diploma: Thapar Polytechnic College or Lovely Professional?,302,2 years ago
What is the latest invention of Indian Researchers of LPU in the field of Molecular Biology & Genetic Engineering?,48,2 years ago
Why is LPU not considered a good university?,162,2 years ago
Is Reva or LPU good for MCA. Which college is better?,65,2 years ago
"How is Lovely Professional University, Admission Office for B.Sc in hotel management in terms of placements?",114,2 years ago
Is LPU good for hotel management in terms of placement?,387,2 years ago
Which college should I join among LPU and NIIT?,73,2 years ago
"Can I get direct admission in lpu for B.Tech? If yes, then will I have to pay any kind of donation?",16,2 years ago
Which to choose for BBA. Parul or Lpu? And which is better placement wise for BBA.,134,2 years ago
"Should I attempt entrance exam of universities like Jadavpur, LPU, and other private universities?",129,2 years ago
How are the placements and internship for BJMC at LPU?,661,2 years ago
What salary package did MBA international business students got this year in LPU and in which companies?,43,2 years ago
"Is doing MBA at Lovely Professional University (LPU), Punjab valuable or not? What will be the package for MBA freshers in placement at LPU?",15,2 years ago
When will be the exam held for this course? I have scored 78.89% in +2 science and 85% in HSC exam.,57,2 years ago
"Which college is better among LPU, SRM and Satyabhama?",620,2 years ago
"Which is the best college for pursuing B.Tech in CSE, Eshan College of Engineering, LPU or GLA?",315,2 years ago
"I am interested in Pursuing Aerospace engineering. Should I go for Chandigarh University or LPU, What is its NIRF Ranking 2021?",7,2 years ago
Is LPU the best college for CSE?,71,2 years ago
Can I get direct admission in LPU for computer science?,73,2 years ago
Which college should I choose among CBIT and LPU? I am from Telangana.,302,2 years ago
Is JEE Mains score considered in lovely professional university? I have not given LPUNEST.,70,2 years ago
Am I eligible to take admission in LPU university if I scored 60% in 12th?,62,2 years ago
Which MBA school will be better for me: LM Thapar School of Management or LPU or Mittal School of Business?,805,2 years ago
I want to take admission in LPU for civil engineering? Is it worth to do the same?,145,2 years ago
In LPU or Amity university whose placement is good In the field of B.Pharma and if other institutions is there the tell me.,18,2 years ago
How can an agriculture degree be helpful?,29,2 years ago
"Galgotias, dtu, du, lpu which college is good for IT.",88,2 years ago
How is the placement in this course? And the crowd also. Is GDGU better than LPU regarding Forensics in both placement and faculty?,25,2 years ago
How to apply for agriculture degree?,81,2 years ago
Can I know about Lovely Professional University?,29,2 years ago
Which is better for pursuing MBA - Chandigarh University or LPU?,49,2 years ago
Which is a better option: LPU or Jain University for civil engineering?,46,2 years ago
Can I apply in LPU for MBA and what is the last date? I got 56% in B.Com and 55 percentile in CAT.,40,2 years ago
Can I get direct admission in LPU to pursue B.Tech? Do I need to qualify any entrance exam?,62,2 years ago
Is LPU good for pursuing MBA?,69,2 years ago
Will it be a good decision to pursue BBA from Lovely Professional University?,214,2 years ago
Should I go for cse at lpu or chikara or go for mechanical at ms ramiah or BMS bangalore,229,2 years ago
Can you help me comparing the placements facility at LPU and VIT?,27,2 years ago
Is a room or flat available nearby LPU?,121,2 years ago
Is it bad to join LPU for B.Tech in CSE; is LPU good for CSE?,31,2 years ago
Which is a better college to pursue B.Tech among LPU and Parul University?,154,2 years ago
I am interested to pursue MBA? Should I pursue MBA from LPU or VIT?,218,2 years ago
Is game design in LPU good? What is the qualification for the course?,95,2 years ago
"Which private college is better for engineering amongst LPU, Jaypee and Ansal?",949,2 years ago
Which college is better for B.Tech CSE among LPU and G. L. Bajaj? I have scored 80% in 12th and have appeared for UPTU exam.,86,2 years ago
I am the student from Nepal and I want to pursue MBA-International Business. What should I do to get admission in LPU?,100,2 years ago
What security measures are taken by LPU to reopen the university in 2021?,48,2 years ago
"Can I get admission in LPU for pursuing BCA, I got grace marks in maths?",209,2 years ago
Is there a branch for Lovely professional University at Bangalore?,6,2 years ago
Is LPU best for CSE?,42,2 years ago
What is placement record of LPU for BJMC course? I have got 75% in 12th PCB.,64,2 years ago
"Which college is better for B.Sc. Agriculture in Amity University, Noida or LPU, Jalandhar?",26,2 years ago
What is the highest salary package offered to a B.Tech graduate of LPU in 2017?,64,2 years ago
"Which is best for CSE: LPU or NIT, Tadepalligudem?",15,2 years ago
Which university is better among LPU and MBM?,240,2 years ago
"Is LPU, Jalandhar good for B.Tech in aeronautical engineering?",186,2 years ago
Percentage of 12th matters for admission of MCA is LPU?,124,2 years ago
"LOVELY PROFESSIONAL UNIVERSITY is best in all terms like education, residential, placement facility.",104,2 years ago
How will it be to do automobile engineering from Lovely Professional University?,135,2 years ago
How is the course and infrastructure of UID -Fashion design at Lovely Professional University?,75,2 years ago
Is B.Tech food technology a good option? Also tell me about its placement record at Lovely Professional University.,203,2 years ago
What is the dress code of an MBA student at LPU?,113,2 years ago
Is LPU good for aeronautical engineering?,160,2 years ago
"Which is the best college to pursue CSE, LPU, Amity University, Sharda University or Galgotias University?",398,2 years ago
What is the good thing about academics and learning in LPU?,343,2 years ago
Which is the best college for CSE among LPU and SBIM? Which is the best college for CSE?,175,2 years ago
What is the fee structure of MBA in LPU? How are its placement?,192,2 years ago
Which is the best college between thapar university and lpu for B.Tech (CSE) branch?,176,2 years ago
How is the placements for B.Sc. Biotechnology and B.Tech Biotechnology at LPU?,38,2 years ago
"Which university provides good placements for BJMC with affordable fees: Symbiosis Pune, LPU or Amity, Noida?",393,2 years ago
Which college should I choose among LPU and MIT?,82,2 years ago
What is COVID-19 FRONTLINE Scholarship Scheme at LPU?,11,2 years ago
What are the specific highlights of the B.Tech CSE Hons. Programme in LPU? How is it different from the regular B.Tech CSE programme?,17,2 years ago
What are the Career prospect after pursuing M.Sc. (Clinical Embryology) from LPU?,1300,2 years ago
Which university will be better for pursuing B.Tech in CSE among LPU and GLA?,287,2 years ago
How many computer labs does lpu have?,65,2 years ago
Which is a better option for ECE- LPU or CU?,32,2 years ago
How are placements in LPU to pursue MBA? What is the dress code? Is HR better or marketing or any other?,19,2 years ago
"Which is a better college to pursue CSE, LPU or JSS-Noida?",399,2 years ago
Is LPU good or KIIT?,62,2 years ago
How LPU outweighs the other private universities in the country?,53,2 years ago
Which college is good for B.Tech in CSE LPU or UPES?,95,2 years ago
Which is a better university to pursue B.Tech among LPU and Chandigarh University?,385,2 years ago
I have been admission in lovely professional University. So should I go for it?,14,2 years ago
"Which college should I choose among LPU, Phagwara, JSS, Noida, KIET, Ghaziabad and AKGEC, Ghaziabad?",69,2 years ago
Which is good college for pursue mba  from LPU and RIMM,10,2 years ago
"Which is best for CSE: LPU or SASTRA, Thanjavur?",71,2 years ago
Which one is better for computer science: VIT or LPU?,241,2 years ago
"Hello Sir, is PICT better than Lovely Professional University for B.Tech CSE?",212,2 years ago
"Which college is good for B.Tech CSE: Galgotias, PSIT, Amity or LPU?",325,2 years ago
Out of lpu and MIT school of engineering which is more better in engineering in computer Science.,85,2 years ago
Year gaps affects campus placement?,7000,2 years ago
Which college should I choose Lpu CSE or Galgotia CSE?,58,2 years ago
Which is the best option among pursuing CSE from LPU and civil engineering from Thapar? My son is getting admission in both.,85,2 years ago
Is it a right choice to pursue PG programme in zoology at LPU?,164,2 years ago
I want to join LPU. Is it a good university?,70,2 years ago
Is o. p. jindal university is good for BBA (hons. ). Or I should go for lpu. ?,155,2 years ago
"Which is the best university for studies and placement for B.Tech EEE among LPU, SRM and VIT, Vellore?",7,2 years ago
Which is better Lovely Professional University or Manipal University for CSE?,566,2 years ago
"Which is a better college to pursue B.Tech, JNTU or LPU?",442,2 years ago
"How is the environment, labs and teachers?",61,2 years ago
"How is Jaypee Institute of Technology for pursuing B.Tech? Which is a better college among LPU and Jaypee Institute of Technology, Noida?",102,2 years ago
Which college is best among LPU and VELTECH to get highly paid jobs after B.Tech in CSE? Why it is best?,129,2 years ago
Which one is better among LPU and CU?,654,2 years ago
How about Performing Arts course at LPU?,14,2 years ago
MBA In lpu fees & Averege package in financial marketing.,7,2 years ago
"""I want to take admission in MBA at LPU, I want to know about placements of MBA course? "". .",52,2 years ago
Which university is better among LPU and PES?,260,2 years ago
Which is good lpu vs chitkara university.,34,2 years ago
Does this course promise good placements in future? Is it safe for a girl to choose this course?,12,2 years ago
"Which is the best university to pursue CSE among LPU, Thapar University, Amity University and Sharda University?",298,2 years ago
How to apply for agriculture degree?,12,2 years ago
Which college is good for CSE: Acharya Institute of Technology or LPU?,219,2 years ago
What is placement record of LPU for B.J. M. C. course? I have got 75% in 12th PCB.,17,2 years ago
Is it compulsory to qualify LPUNEST in order to get admission in LPU for B.Tech?,145,2 years ago
"Which college is better for BBA amongst NCU, LPU and Sharda?",15,2 years ago
"Which college is better for B.Tech among LPU and NIT, Jabalpur?",136,2 years ago
"Which is better among:  Jain, Vel Tech, LPU for CSE course?",98,2 years ago
"Which is the best college to pursue CSE, LPU or Kakatiya Institute of Technology and Science?",238,2 years ago
How beneficial is B.Tech. CSE (Hons. ). Programme over Regular B.Tech. CSE in LPU?,32,2 years ago
"Which is a better university to pursue 3-year LLB, SRM or LPU?",234,2 years ago
Is it a good choice to pursue B.Des from Chandigarh University? Should I take admission in LPU instead of Chandigarh University?,213,2 years ago
How is Chemistry course at LPU?,35,2 years ago
What is the average package offered for B.Tech (CSE) at LPU?,167,2 years ago
ICAR eligible bsc agricultural collage more  eligible for private and government jobs,160,2 years ago
Which university is better among LPU and GLA? What is the difference between 'for profit' and 'not for profit' universities?,360,2 years ago
Is mechanical engineering good for girls?,13,2 years ago
In Punjab which college or university is best for Hotel management?,68,2 years ago
Can I get CSE in B.Tech honors? Which one to choose among LPU and JIIT?,255,2 years ago
Is LPU good for civil engineering?,19,2 years ago
Is it true that LPU is providing LIVE PROJECTS exposure to their MBA students?,24,2 years ago
Which one to choose between LPU and DIT for B.Tech CSE?,146,2 years ago
Is it possible to get admission in LPU as I have 96% marks in class 12th?,70,2 years ago
I am planning to take admission in Chandigarh university. But I am also thinking about LPU. What is NIRF Ranking of Chandigarh university?,7,2 years ago
LPU is the most advanced University in the field of Research & Innovation - is this true?,25,2 years ago
How are the placements of LPU M.Sc. Agriculture programme?,57,2 years ago
Do you really think LPU is equally good as NITs to pursue B.Tech. I failed in JEE Mains?,16,2 years ago
Can you provide admission details and process to apply for BA in mass communication for an international student?,259,2 years ago
Which is the better option for MBA: CU or LPU?,74,2 years ago
I am a B.A. Graduate. What is the admission procedure and eligibility criteria to get admission for B. Des?,10,2 years ago
What steps Lovely Professional University has taken to support new students in taking admission?,8,2 years ago
how is this college for MBA?,46,2 years ago
Is Lovely Professional University a right place to pursue regular MBA (finance)? Kindly suggest some good colleges as well.,81,2 years ago
"Which engineering stream has better scope- computer Science engineering, civil engineering, chemical engineering or mechanical engineering?",32,2 years ago
Which college is better for B.Tech in CSE among LPU and Galgotias?,207,2 years ago
Does graduation marks matter for MBA in LPU main campus? I have done B.Sc and got 51% and 15 rank (general) outside Delhi.,22,2 years ago
Which one should I prefer for M.Design: Visva Bharati University or Lovely Professional University and why?,97,2 years ago
Where does LPU stand when compared to NMIMS and Symboisis for integrated MBA?,191,2 years ago
How is LPU different from all the other colleges?,283,2 years ago
How is Botany course at LPU?,19,2 years ago
How good are the physical education courses in LPU?,47,2 years ago
Can I pursue MBA in banking and finance?,122,2 years ago
"Which one is better for BBA among LPU, Birla, Prestige, Amity Business School and JECRC?",363,2 years ago
Which are the top universities for MBA and what salary packages do they offer? How is Lovely professional University?,88,2 years ago
Is LPU good for B.Sc. In agriculture?,19,2 years ago
What is COVID-19 Frontline Scholarship offered by LPU. What are the document requirements?,14,2 years ago
Which one is better for architecture between LPU and Guwahati College of Architecture?,72,2 years ago
Is LPU a good place for BBA?,31,2 years ago
Is LPU a good choice for aerospace engineering?,22,2 years ago
Is it right to choose SRM or LPU for automobile engineering?,31,2 years ago
Can my son get admission through lateral entry in B.Tech civil engineering in LPU?,102,2 years ago
Which is best for B.Tech CSE: Thapar University or LPU? Which will provide better scholarship?,702,2 years ago
I heard LPU's students are representing India in Tokyo Olympics 2020. is this True?,18,2 years ago
Which is a better college among LPU and Chandigarh University?,217,2 years ago
What about International Exposure at LPU?,13,2 years ago
"Can I get a comparison between LPU, Bharathidasan Institute of Management and LIBA? Which is best for MBA?",392,2 years ago
How is placement for Kashmir students in lpu. ?,158,2 years ago
Is LPU a good college for both tech and computer science?,221,2 years ago
"Which university is the best to pursue BBA among LPU, BML, ITM, IILM and Sharda University?",272,2 years ago
"Which one is better for CSE among M.S. Engineering College, Bangalore and LPU?",178,2 years ago
I am interested in doing B.Des in multimedia from Lovely Professional University? What are the possibilities in this course?,43,2 years ago
What placement opportunities are given to students in India & abroad after completing an MBA from Lovely Professional University?,18,2 years ago
Can I get admission in LPU for hotel management course with my NIOS certificate?,119,2 years ago
LPU's sports Facilities are basically helping the students in pursuing their sports Career. Is this true?,19,2 years ago
"Which college is better to pursue CSE: KIITS, LPU, SRM, Sathyabhama University, Dayanand or PES?",320,2 years ago
"Is there any choice between LPU, Delhi and LPU, Jalandhar?",32,2 years ago
Why is LPU so famous?,39,2 years ago
