question,views,posted
What is the scope of BBA+MBA?,18,2 years ago
Can anyone share the LPU's the latest patented research in Bio-sciences that can be commercialized?,13,2 years ago
Is there good placement in CSE branch at LPU?,17,2 years ago
How is the placement of an MBA at LPU? What is the average package offered to MBA students in LPU?,13,2 years ago
Which is better for product and industrial design between lovely professional university & M.S Ramaiah university-Bangalore?,379,2 years ago
Hows Faculty in The Biology department of LPU? How are the placement and opportunities?,2,2 years ago
Is LPU good for civil engineering? How are the placements of the same in LPU?,9,2 years ago
How good is Lovely Professional University for an MBA?,22,2 years ago
With 49.04 percentage Can anyone get admission in LPU in M.A. Psychology If her marks in B.A. In Psychology are 56 percent?,8,2 years ago
Is LPU provide distance education for M. Ed?,27,2 years ago
Which college is better for a B.Pharma NIMS or LPU?,13,2 years ago
I want to know the difference between UGC approved and AICTE approved For engineering course. As LPU is UGC approved not AICTE.,33,2 years ago
Is LPU offered Law courses?,24,2 years ago
Is it a good choice to pursue M.Sc. (Forensic Science) from LPU? Is there any entrance exam in this particular field?,20,2 years ago
I am interested in doing B.Tech in agricultural from LPU but have heard that B.Tech graduates don't earn more than 10000. Is it true?,112,2 years ago
Is LPU a good university to opt for B.Sc. Agriculture?,23,2 years ago
"What are the pros, cons & difference between doing B.Tech agricultural engineering from a private (like LPU) and a government college?",135,2 years ago
What is scope of doing Civil engineering from LPU?,7,2 years ago
Is game design in LPU good? What is the qualification for the course?,6,2 years ago
I need admission in Lpu (hotel management ) can you say admissions are open or close.,13,2 years ago
I have scored 92.7% in JEE Mains paper 2 but my HSC percentage is 70. Is it tough to get admission in LPU for B.Arch?,8,2 years ago
What is the fee structure for MBA in LPU?,127,2 years ago
"Iam completing my Diploma final year 5th sem in EEE, I cleared all my subjects with 90% can I get seat in lpu for B.Tech.",14,2 years ago
I got 97.87 percentile in JEE Main 2021 can I get admission into lpu.,64,2 years ago
"Can I get admission for MBA in LPU, Amity and Sharda? I got 71% in 10th, 53% in 12th, 49.85% in engineering and 670 marks in MAT.",149,2 years ago
Which college is better for B.A. LL.B. BHU or LPU or AMITY?,19,2 years ago
I need Migration/Transfer Certificate from LPU?,1100,2 years ago
"Sir, I want to know that do universities provides placement after B.Sc course?",215,3 years ago
What should be percentage in 11th and 12th class in commerce to join the B.Sc. Game design in LPU University.,10,2 years ago
What is the eligibility criteria for M.Sc. Physics in LPU?,23,2 years ago
"Which is a better college to pursue B.Tech in mechanical engineering through lateral entry, LPU, ACET or MIT ADT-Pune?",292,3 years ago
"Sir,  I have got 87% marks (in best four) in my boards exam . Can i get admission here",158,3 years ago
I have secured 30 marks in JEE Mains and 90 % in Telangana board. Can I get admission?,135,3 years ago
Can I get admission in Thapar University or LPU with 276768 rank in JEE Mains? I belong to general category.,135,2 years ago
How is MCA programme at LPU?,12,2 years ago
Only cipla visit the college for pharmacy for 160 students?,404,3 years ago
"Which university among Chitkara, Chandigarh University and LPU provide SAP course inside the university itself?",12,2 years ago
Is dual degree BCA+MCA a good course from LPU?,18,2 years ago
"I am 56 years old and cleared my B.Com in 1984 with 61.61% from D A V College, Jalandhar (GNDU Amritsar). Can I apply for LLB?",30,3 years ago
How to get admission for Masters in horticulture?,26,3 years ago
"My JEE Main (jan) percentile is 95.46? And I am appearing in JEE Main sept? Should go for srm, lpu, amrita like college? Or not?",9,3 years ago
LPU college Delhi in B. tek fees kitna hai.,28,3 years ago
Does LPU provide scholarship to M.Sc. Horticulture students? How do I prepare for the entrance exam of this course?,7,3 years ago
Can I get admission in LPU for M.Sc. Ag. Through LPU entrance exam even if I did B.Sc. Ag. From private college?,8,3 years ago
B.Tech Applications accepted @LPU through JEE 2021. Ranked 4th best university in India by Outlook. The highest package 42 Lacs. Apply now.,10,3 years ago
I got 188 marks in JEE Main paper2. Can I get a seat in LPU? What is the fee structure?,312,3 years ago
I got an aggregate of 79.8% in class 12th. Can I get admission in BA?,126,3 years ago
"Can you share some details about Ph.D. at LPU, course work and mentors?",30,3 years ago
What is the last date of taking admission in LPU?,92,3 years ago
Has anyone attempted Ph.D. entrance of LPU? Please help me understand its pattern of question and difficulty level.,72,3 years ago
What is the admission procedure of LPU for Ph.D maths?,96,3 years ago
What are the specialisations do you provide in M.A. Mass com in LPU university?,10,3 years ago
Is maths compulsory for B.Com and MBA in Lovely Professional University?,18,3 years ago
Can you share the details regarding faculty in LPU for B.Sc Economics?,141,3 years ago
What is the fees structure for MBA in lovely professional university?,10,3 years ago
"Which university best for MBA and M.A. Economics CU, chitkara university or LPU?",104,3 years ago
Can I do Diploma in computer Science and engineering after 10th this year in LPU.,18,3 years ago
Does LPU offer any Teaching fellowship for Ph.D. candidates?,37,3 years ago
How is the placement of M.Tech IT in LPU?,256,3 years ago
"Which is the best branch of engineering in terms of scope, placement and salary?",8,3 years ago
Will I get a UGC approved degree from those private universities whose compliance to UGC norms are still awaited till UGC's next visit?,2500,3 years ago
Is it a good decision to do M.Tech from LPU?,143,3 years ago
How many marks are required in JEE to get admission in LPU?,286,3 years ago
Which branch of engineering offers the best placement in LPU?,220,3 years ago
Which university is best for B.Tech in food technology: Jaipur National University or Lovely Professional University?,87,3 years ago
When to apply for admission in LPU? If I apply in May will I get a scholarship if I score good percentile in JEE?,58,3 years ago
Is it worth to pursue LL.B. And BBA or not from this university? How is the faculty and environment there?,38,3 years ago
What is the cutoff for CSE at LPU?,60,3 years ago
What are the scope after BBA and MBA?,142,3 years ago
Do you have medical courses?,9,3 years ago
What are the annual charges for Mess facility?,5,3 years ago
"Can a commerce student apply for B.Sc(Airlines, Tourism and Hospitality)?",396,3 years ago
"Which university is better for integrated courses amongst LPU, SRM and VIT?",235,3 years ago
Can you share some more information about LPU? Is it worth to pursue B.Tech honors? Is CSE branch good or not?,165,3 years ago
"Is LPU, Jalandhar good for B.Tech in aeronautical engineering?",56,3 years ago
"Which branch is good at LPU, CSE, ECE, mechanical or others?",16,3 years ago
I want to take admission in LPU for VFX and film making. What is the fees and scholarship criteria for this course?,132,3 years ago
What is the procedure of taking admission in MBA in LPU?,89,3 years ago
Which one should I prefer for B. Des: Lovely Professional University or Unitedworld Institute of Design and why?,55,3 years ago
Which institute is better for B. Des: LPU or JDIFT?,394,3 years ago
How is Diploma course at LPU.,42,3 years ago
Am I eligible for M.Sc in forensic Science or not? I am doing B.Sc (Hons. ) in electronics from University of Delhi.,44,3 years ago
What is the total cost for B.Tech in automobile engineering  at LPU including the hostel charges for 4 years?,80,3 years ago
Which one is better among IT and food technology in LPU in terms of placements? I'm going to pursue my B.Tech course in LPU.,189,3 years ago
What is the procedure to get admission for CSE in LPU?,85,3 years ago
"My parents are not comfortable making payment online, but we are interested to go for admission in LPU. Is there any other way out?",64,3 years ago
Why is the fee more for MBA in LPU and less for BBA+MBA integrated course? What is the difference between them?,150,3 years ago
Is LPU good for MCA placement?,172,3 years ago
Can I get good salary package as compared to my friends after completing CSE from LPU?,59,3 years ago
Which course has better career option and scope from LPU: BCA or Diploma+B.Tech in CS?,78,3 years ago
Is there any scope of pursuing integrated BBA+MBA from LPU with specialisation in finance?,288,3 years ago
How is History course at LPU?,26,3 years ago
"Which branch of engineering has a better scope, CSE or mechanical engineering?",16,3 years ago
Does LPU promote Sports and Cultural activities?,75,3 years ago
What is the total fee structure of LPU for MBA including hostel fee?,65,3 years ago
When is the registration process starting?,3,3 years ago
I want to do MBA after my graduation. What will be better to do now- B.Com or BBA. My father wants me to do B.Com.,15,3 years ago
What should I fill in date preference column while filling the LPU-NEST form of LPU? Please tell.,267,3 years ago
What are the bad thing about LPU for MBA students?,12,3 years ago
What is the total fee for computer Science at LPU including hostel charges?,72,3 years ago
What will be the total cost to pursue B.Tech and M.Tech (6-years)? What is the cost for its application form?,188,3 years ago
Which branch is best for placements at LPU?,69,3 years ago
Can my friend get direct admission in LPU without giving LPU NEST with 89.4% (CBSE) in class 12th?,80,3 years ago
"Lpu, dtu, du, galgotias in which college I can take admission with 67 % in board and 71.77 percentile in JEE Main in information technology.",124,3 years ago
How many people are not from Punjab in LPU?,40,3 years ago
Tell me about fees of lpu.,14,3 years ago
"Which is the best city for B.Com among Delhi, Chandigarh and Punjab? My average score is 75-80% and I belong to general category.",59,3 years ago
What is an academic session in LPU?,695,3 years ago
How is LPU for Biology?,11,3 years ago
What is the eligibility criteria to get admission in LPU for computer engineering and IT course? What is the fees for the same?,303,3 years ago
"Dear Sir, I want to do MBA through distance. I have shortlisted 2 universities: ICFAI University and LPU. Please help me.",126,3 years ago
"I'm a government teacher, can I do Ph.D from LPU?",449,3 years ago
Which is the best university for BCA in Chandigarh among Chitkara University and Chandigarh University?,39,3 years ago
"What is Youthive at LPU, I have heard a lot about it.",33,3 years ago
Which branch of engineering is best in terms of getting good job opportunities?,15,3 years ago
I want to know copyright and patents or industrial experience of LPU faculty esp MBA programme faculty.,50,3 years ago
"Do I need to write any entrance test to get admission in LPU, Delhi for a Diploma course in IT?",96,3 years ago
What is the eligibility criteria for Diploma in ME after completing class 10th?,61,3 years ago
Can I do MBA in LPU with my open degree Certificate. Please reply because I want to do MBA this year in LPU.,78,3 years ago
When to apply for admission in LPU? If I apply in october will I get a scholarship if I score good percentile in JEE?,55,3 years ago
Is it compulsory to give CAT MAT and XAT tests for admission in MBA hospitality and tourism in LPU?,40,3 years ago
"Which university has the best internship opportunities for an M.Com amongst Chitkara, LPU and CU?",55,3 years ago
Which field has better opportunities among mechanical or computer Science?,22,3 years ago
Is CSE with a specialisation in robotics a good option for taking in LPU?,63,3 years ago
What is the fee for B.A. (Honors) political Science in Lovely Professional University?,20,3 years ago
"Which would be better in terms of placements, Integrated B.Tech +M.Tech in CSE or B.Tech (Hons. ). In LPU?",64,3 years ago
What are the procedures that I need to clear after NATA to get admission for B.Arch in LPU? I have 64% in 12th and 140 in NATA.,47,3 years ago
What will be the exact fees of LPU along with hostel fees for B.Tech in computer Science for four years?,48,3 years ago
What is the difference between LPU and other private universities? Why LPU has higher fee structure?,64,3 years ago
I have 73% in 12th and 143 marks in JEE Main 2 and I have also position in sports in national level. Can I take admission in B.Arch at LPU?,50,3 years ago
Can I get good salary package as compared to my friends after completing CSE from LPU?,19,3 years ago
How is the crowd at LPU?,66,3 years ago
Which is the best college that my friend can get with a rank of 831 in UPES? Is he eligible for CSE in LPU?,154,3 years ago
Are LPU students friendly?,46,3 years ago
Which branch of MBA has most job opportunities?,38,3 years ago
How is Lovely Professional University for an external or part-time PhD?,55,3 years ago
What is the fee structure in LPU for pursuing MBA?,46,3 years ago
Which engineering is good for girls.,53,3 years ago
Is there any courses without maths in computer Science?,29,3 years ago
"I have 3 year gap after 12th, can I apply for BBA in LPU? I have 86.4 marks in 12th from UP board.",759,3 years ago
"Which University has the better faculty for computer applications LPU, SRM or VIT?",43,3 years ago
Which college is best for B.Tech in food technology lovely professional university or amity university or gautam buddha university?,145,3 years ago
Which is the best entrance exam for engineering?,44,3 years ago
Can I pursue general MBA? Can I also do banking and finance course? Is it available in LPU?,108,3 years ago
Is it good to take admission in LPU for B.Tech in mechatronics?,6,3 years ago
"Is sound engineering (undergraduate) course available in LPU? If yes, can you tell me the duration, fee structure and other details?",27,3 years ago
How to get admission in LPU for mechatronics engineering? Can you give the whole information for the same?,170,3 years ago
Is this college better than IITs and NITs?,224,3 years ago
"If my percentage in 10th 77% and 12th 64%, will I get a seat in LPU for b. planning?",7,3 years ago
"Is there any representatives or contact members of LPU, Jalandhar at Manipur?",9,3 years ago
"I need some details regarding admission in LPU University, Punjab. I am looking for B.A. In political Science.",10,3 years ago
I have done B.Sc. In CBZ with 70%. Will I get admission in LPU? What is the fee structure for outside Karnataka students?,26,3 years ago
"My percentage only 49%, can I get admission in LPU?",15,3 years ago
How is placement for Kashmir students in lpu. ?,15,3 years ago
Does LPU takes donation for direct admission?,17,3 years ago
Is it good to study Diploma in photography at lpu?,7,3 years ago
"Are seats available in Lovely Professional University, Admission Office for B.Sc. (non- medical)?",41,3 years ago
Can you suggest some good and inexpensive private universities for B.Tech CS and mechanical engineering?,18,3 years ago
I have scored 95.4% in JEE Paper 2. Can I get a seat in LPU?,10,3 years ago
"I'm a student of 2nd semester of M.Tech in RIMT, can I migrate to Lovely Professional University after 2nd semester?",60,3 years ago
"Which college among LPU and Amity, Dubai is good for automotive engineering?",46,3 years ago
"Which university among Chitkara, Chandigarh University and LPU provide SAP course inside the university itself?",48,3 years ago
Which are the entrance exams for BE appearing students?,82,3 years ago
Fee structure of Chandigarh university of course B.Com LL.B.,47,3 years ago
Which is a better option among pursuing BCA+MCA from a good college and doing B.Tech+M.Tech (CSE) from an average college? What should I do?,84,3 years ago
"Hi, can someone please tell me that after doing B.Com from LPU can I pursue MBA in aviation management? Is it good for making a career?",51,3 years ago
Can I get admission in Lovely Professional University? I got 58.4% in State board.,3,3 years ago
How is BBA in airlines management in lpu?,47,3 years ago
I'm from Maharashtra and my board of examination is SSC+HSC will I get admission for B.Sc. In hospitality and management in LPU?,59,3 years ago
"Which course has better scope, VFX or CS?",82,3 years ago
Can I get admission in Lovely Professional University? I got 58.4% in State board.,10,3 years ago
I have passed graduation with a supplementary. Am I eligible to do MBA in LPU or not?,52,3 years ago
How do universities like Amity University and Lovely Professional University contribute to the society and the nation?,27,3 years ago
Is Lovely Professional University good for MBA in health care? Please reply the soonest.,87,3 years ago
"I am a zoology student. Am I eligible for M.Sc. In forensic Science? If yes, what is the procedure to apply for the same?",65,3 years ago
What are the top schools for MBA (finance) after B.Com?,16,3 years ago
What courses can I do after B.Com (in Maths)?,21,3 years ago
"Which one is better among VIT, SRM, BITS, DTU and Nirma University?",55,3 years ago
Which one is better for me among B.Tech CS and BCA with PET?,24,3 years ago
"I'm a government teacher, can I do Ph.D. from LPU?",16,3 years ago
Last date for admission in Diploma in computer Science and engineering in lpu.,51,3 years ago
"Hey,You are studying MBA currently in LPU,so please breif me with your experience,fees for MBA,",125,3 years ago
After taking admission in lpu by paying the semestar and residence fees by taking study loan. Is it possible to refund the money?,40,3 years ago
Can I get admission in LPU under PMSSS?,421,3 years ago
What is the duration of mechatronics engineering for lateral entry student?,19,3 years ago
MBA In lpu fees & Averege package in financial marketing.,28,3 years ago
"Which will be better course B.Com Bteh, or LL.B.",49,3 years ago
I want to know copyright and patents or industrial experience of LPU faculty esp MBA programme faculty.,9,3 years ago
Can I appear for UGC NET exam after completing Master's degree from IGNOU?,329,3 years ago
"Want to BBA airlines and hospitality, which is better LPU or Chitkara or Amity?",8,3 years ago
Which is the best college or university for pursuing an integrated 5-year B.Com LL.B. Course in Punjab?,15,3 years ago
Whose infrastructure is better LPU or Amity in terms of Labs?,10,3 years ago
Which is the best university out of LPU and Symbiosis with credit transfer options in B.Com or BBA programs?,17,3 years ago
"What are the better career options available for B.A. Hons students in LPU in comparison to other universities like Amity, SRM, DU etc.",12,3 years ago
I want to take admission in LPU on the basis of JEE Mains result and 12th marks. What can I do to take admission in CSE branch.,19,3 years ago
I want some reviews about the dual degree BCA-MCA course from Lovely Professional University.,25,3 years ago
Admission procedure for LPU UNIVERSITY.,6,3 years ago
Can I apply in LPU for MBA and what is the last date? I got 56% in B.Com and 55 percentile in CAT.,30,3 years ago
What is the procedure for getting direct admission in LPU? I have scored 62% in 12th and 78% in graduation.,30,3 years ago
What is the fee structure to pursue B.Tech in CSE at LPU as my IPE score is 940? Can I get a scholarship?,34,3 years ago
Which branch of engineering should I pursue? Which branch has better job prospects?,23,3 years ago
When to apply for Lovely Professional University and other universities like Indraprastha University?,24,3 years ago
"Sir, does CGPA matters for best placements in LPU?",25,3 years ago
Would you help me in finding University for undergraduate.,49,3 years ago
From where should I do B.Com LL.B. LPU or CT Group of Institutions because I could not pass LPU NEST for Law?,54,3 years ago
Is there any scope of Bachelor's degree in theatres from LPU?,7,3 years ago
How can I get counseling at LPU.,6,3 years ago
Many B-schools take international visits. So does LPU also take MBA students on international visits?,32,3 years ago
"What is the eligibility criteria to pursue B.Sc. In forensic Science from Lovely Professional University, Admission Office?",50,3 years ago
"I am doing B.Sc. In PCM, Am I eligible for M.Sc. In forensic Science?",32,3 years ago
Is it a right choice to do MBA in finance from LPU? How are the placements?,45,3 years ago
Which is the entrance exam for Diploma courses in LPU?,70,3 years ago
Which is the best college that my friend can get with a rank of 831 in UPES? Is he eligible for CSE in LPU?,5,3 years ago
I hv done mba in distance but I don't have 55% marks to eligible for UGC NET. Now LPU offer me lateral entry to 2nd year. Hw can i eligible,64,3 years ago
How is Geography course at LPU?,63,3 years ago
"Which University should I go for Amity, LPU, SRM, VIT or PU? If I am good in sports and I would like to study on scholarship.",9,3 years ago
"Want to BBA airlines and hospitality, which is better LPU or Chitkara or Amity?",21,3 years ago
What is the last date to apply for MBA in Lovely Professional University?,34,3 years ago
How many students are there in CSE branch each year in lpu and total how many students are there in CSE branch (1st 2nd 3rd 4th year). .,2400,3 years ago
Which course should I opt for my Masters at LPU which assures 100% job.,4,3 years ago
Can I get good salary package as compared to my friends after completing CSE from LPU?,17,3 years ago
What is the last date to apply for BCA in Lovely Professional University?,33,3 years ago
"I am planning to enroll at LPU, but I got to know that classes are already going on at LPU. How about my classes and syllabus missed?",52,3 years ago
I got 94.4% in CBSE 12th and 80 marks in JEE Mains paper 1 and 210 in paper 2. Can I get admission?,17,3 years ago
Do LPU provide btec fire and safety programme?,27,3 years ago
Is it compulsory to give CAT MAT XAT tests for admission in MBA hospitality and tourism in LPU?,6,3 years ago
How is Lovely Professional University for MBA in hospital management?,53,3 years ago
What is the global scope with high packages for students studying in B.A. Journalism & Mass Communication at LPU?,60,3 years ago
"I'm a government teacher, can I do Ph.D. from LPU?",14,3 years ago
Why would LPU be considered for engineering graduates.,152,3 years ago
Is it true that LPU (Lovely Professional University) hostels are sold to the OYO group?,67,3 years ago
Why is kissing a girl in LPU so risky? Why does LPU have conservative thinking for couples whereas LPU is top and known for open culture in.,210,3 years ago
I want to take admission in LPU on the basis of JEE Mains result and 12th marks. What can I do to take admission in CSE branch?,16,3 years ago
What is total 3 years fees for BBA at Lovely Professional University (LPU) including hostel?,30,3 years ago
"How to take admission in Thapar University, LPU, Amity University or JP University?",28,3 years ago
What is total 3 years fees for BBA at Lovely Professional University (LPU) including hostel?,29,3 years ago
How to join B.Tech in LPU after 3 years Diploma in civil engineering?,61,3 years ago
