question,views,posted
"Which university is good in terms of placement, Manipal University or Lovely Professional University?",82,a year ago
Does Lovely Professional University (LPU) really have placements worth Rs.40-50 lacs as shown in their advertisements?,41,a year ago
What scope does Lovely Professional University provide for B.Tech in aerospace engineering?,76,a year ago
How is BCA (Hons) in Lovely Professional University?,99,a year ago
Is it good to pursue BBA LLB from LPU?,314,a year ago
Which is better: MUJ or LPU?,130,a year ago
Sir which is best college GL Bajaj Institute of Technology CS vs LPU CS according to the placement?,43,a year ago
Can I get any scholarship for this university?,93,a year ago
"I want to pursue MBA from LPU. If I did not appear for any entrance exam like CAT, MAT or XAT then can I get admission?",236,a year ago
What are the highest packages in CSE LPU?,76,a year ago
What is the placement scenario for agriculture course in LPU?,843,a year ago
Is it important to have ICAR to pursue B.Sc. Agriculture from universities like LPU?,91,a year ago
How do I apply for LPU through the 12th board marks?,68,a year ago
What are the top five popular certifications that LPU offers to IT students?,24,a year ago
What if someone gets involved in a disciplinary case at LPU for the first time with some warnings?,283,a year ago
"Which college should I choose among LPU, Phagwara, JSS, Noida, KIET, Ghaziabad and AKGEC, Ghaziabad?",1900,a year ago
"Sir, I have completed BBA in finance and now I want to do MBA from LPU. Can you please tell the exact placement details?",350,a year ago
Is LPU a good option for civil engineering?,59,a year ago
Can I get a scholarship in LPU via 12th scores if I have passed LPU-NEST but if I get better marks in 12th?,3300,a year ago
"What is the affiliation of Lovely Professional University, Noida with Delhi University?",29,a year ago
I am an SC candidate. Can I join LPU directly with my SC cut-off marks in JEE Mains without writing LPU-NEST? My score is 45 out of 360.,757,a year ago
Is LPU a good college for engineering or not?,697,a year ago
Is the BCA distance learning degree of LPU valid for government jobs in Punjab?,2200,a year ago
Is LPU situated only in Punjab?,93,a year ago
Is it true that LPU student Jaismine Lamboria became the first ever female boxer to join Indian Army?,30,a year ago
Percentage of 12th matters for admission of MCA is LPU?,215,a year ago
Is B.Sc agriculture course of LPU ICAR approved at present?,872,a year ago
When can I apply for admission in LPU for BBA ? I am class 12th currently.,265,a year ago
"Which college is best for placements and academics in CSE among: NIET, SHIV NADAR NOIDA, GCET GL BAJAJ, AMITY, LPU and IIIT PUNE?",53,a year ago
How is the residential facility at LPU?,124,a year ago
Is LPU good for hotel management courses?,751,a year ago
"Will it be good to study MBA from Lovely Professional University, Punjab?",186,a year ago
Is it a good decision to take admission in LPU for B.Arch? What would be the scope?,179,a year ago
Can I know is there any study abroad option for M.A. English at LPU?,25,a year ago
I want to join LPU but is it necessary to pass LPU-NEST or JEE Mains?,420,a year ago
What is the placement record in LPU for B.Sc agriculture?,281,a year ago
Is LPU good for BBA programme?,222,a year ago
How can I get admission in Lovely Professional University?,249,a year ago
Which college is better to pursue B.Tech civil: Lovely Professional University or R.V. College of Engineering?,441,a year ago
What is your opinion about joining for CSE at LPU Punjab for an affordable fee vs joining VIT Vellore with a much more expense?,31,a year ago
Why MBA HR from LPU?,240,a year ago
"Which university has the best in placements in the MCA department among LPU, Chitkara and Chandigarh University?",136,a year ago
What are the placements for fashion designers at LPU and Chitkara?,28,a year ago
What is the syllabus for LPU entrance exam for those who are applying for B.Tech?,361,a year ago
How can I imagine LPU?,36,a year ago
How do I prepare for exams at LPU?,38,a year ago
Can I get direct admission for an MCA at LPU without the LPU NEST. I got 92% in 12th class. Can I get a scholarship?,92,a year ago
Is LPU good for B.Sc. (Hons) Agriculture?,489,a year ago
What is the total fee for computer science at LPU including hostel charges?,342,a year ago
How is LPU in terms of research. I am planning for my Ph.D.,23,a year ago
Are lateral entries supported in LPU?,67,a year ago
Is it worth doing MCA from Lovely Professional University (LPU)? What is your experience with placements and salary?,96,a year ago
Which one is better for agricultural science among LPU and Amity University-Noida in terms of placement and facilities?,649,a year ago
I want to know about the latest cutoff information for Online MBA at LPU.,30,a year ago
Do BBA students also have to give the LPU-NEST exam or by seeing 12th mark sheet student will be selected?,348,a year ago
How much of CGPA is required to be maintained in order to get good placement in LPU?,1300,a year ago
Is LPU the best college for CSE?,293,a year ago
What type of environment is there in the hostels of LPU?,413,a year ago
How many Teulgu people are studying in LPU? How to travel to LPU from Hyderabad?,334,a year ago
Is it compulsory to write the entrance test if I want to pursue fashion designing from LPU? What is its fee including hostel & mess charges?,481,a year ago
How is the scope of doing BBA and then MBA in HR?,23,a year ago
What is the rank of LPU University in India?,195,a year ago
What are the fees and admission requirements for the Bachelor of Business Administration BBA programme at Lovely Professional University?,20,a year ago
"Which is a better college to pursue MBA, Amity University-Noida, LPU, CU or Sharda University?",629,a year ago
Is LPU the best university for B.Tech?,298,a year ago
Is there any placement in LPU for LL.B. Programme?,80,a year ago
Which university in MP should I prefer for B.Sc in agriculture in terms of placements: LPU or Sam Higginbottom University?,589,a year ago
Does LPU provide good placements for mechanical engineering?,489,a year ago
What are the Benefits of International Exposure at LPU?,71,a year ago
"Sir, how tough is the LPU-NEST for BBA LL.B?  What is the minimum passing mark and what would be cut off?   How well should I be prepared?",181,a year ago
"Which college is better for MBA among LPU Punjab, MET Mumbai, IES Mumbai, Chetana Mumbai, and Christ Bangalore?",357,a year ago
How is LPU to pursue B.Tech CSE? I have got mixed reviews about this college.,551,a year ago
"Which is a better option to go for computer Science, Thapar or LPU?",44,a year ago
Is LPU good for fashion designing?,768,a year ago
How tough is it to get admission for B.Tech CSE in LPU with above 90% in 12th exams?,333,a year ago
Is LPU good for mechanical engineering?,459,a year ago
"What college will be better for B.Sc agriculture, LPU, Punjab or Centurion University, Parakhemundi?",319,a year ago
Which one is better: LPU or Andhra University or PES for B.Tech CSE?,859,a year ago
How can I change from a basic to a standard mess plan in LPU hostel?,61,a year ago
How many times did Amazon visit the LPU campus until now?,62,a year ago
Does LPU offer any Part time Ph.D?,266,a year ago
"I am planning for Ph.D. at LPU, Is it right?",44,a year ago
If we take reappear or improvement exams will there be a mention of that on the final marksheet in LPU?,7100,a year ago
can I get job abroad if I done my b.tech from UGC recognised university(LPU) but not AICTE approved.,3100,a year ago
How can I get admission in LPU to pursue B.Tech through lateral entry after completing Diploma?,505,a year ago
Is it right to choose SRM or LPU for automobile engineering?,88,a year ago
How much would be the relaxation in fee of LPU by getting admission through scholarship LPU-NEST compared with management quota?,305,a year ago
Are the placements good in LPU?,129,a year ago
I have a score of 67% over all but 54% in mathematics. Can I get admission for a B.Tech in LPU?,45,a year ago
Is it worth paying so much fees for studying CSE in LPU?,202,a year ago
Should I go to LPU or Chandigarh University?,278,a year ago
How is B.Pharma course from LPU?,250,a year ago
How can I get admission in LPU?,182,a year ago
What are the achievements of B Tech Mechanical at LPU?,57,a year ago
What scholarship will I get in LPU if I get a 95 in the CBSE?,27,a year ago
How many marks do I need in GATE to get admission in BITS Pilani for CSE? I am studying in LPU CSE.,170,a year ago
Is it a good choice to pursue B.Tech in biotechnology from LPU? How is its placement assistance?,393,a year ago
What is the attendance criteria for students at LPU?,5600,a year ago
What is the ranking of the Lovely Professional University?,81,a year ago
Ph.D. in Evs scholarship for girls in LPU Jalandhar and monthly stipend for non net/jrf students.,31,a year ago
Is LPU a better option for lateral entry admission in B.Tech (mechanical) among private universities?,384,a year ago
Which is good for B.Tech in CSE - Amity Noida or LPU?,70,a year ago
"Which is the best university among LPU, Poornima University and Amity University, Noida?",662,a year ago
How can I check the result of LPUNEST exam?,117,a year ago
"Is the job placement not good at Amity,LPU,SRM, and VIT?",552,a year ago
"Is SRM University, NCR campus a good choice for pursuing B.Tech in ECE? Instead, should I opt for LPU, Punjab?",56,a year ago
Can I get admission into LPU for M.Sc. Agriculture if I did B.Sc. From an institute that is not recognised by ICAR?,221,a year ago
How is Doon University and Lovely Professional University for B.Sc agriculture?,237,a year ago
Is there any other campus of LPU available?,64,a year ago
Which is best for Law LPU and DU?,33,a year ago
Which college is better for B.Tech among LPU and Chandigarh University?,230,a year ago
Are hostellers allowed to go outside LPU?,1900,a year ago
Is any kind of seminar organised for MBA students in LPU?,34,a year ago
Is LPU good for mechanical engineering?,96,a year ago
"For girls in search of bright future which college is better among LPU Punjab and IIM, Bangalore?",241,a year ago
What is the qualification of the LPU faculty?,220,a year ago
How is M.P.Ed programme at LPU?,21,a year ago
Can I go in NASA if I choose aerospace engineering branch in LPU?,161,a year ago
What is average package of MBA (finance) placements in Lovely professional University and Chitkara university?,78,a year ago
Is there any branch or college related to LPU in Telangana?,299,a year ago
Will there be another phase of admission in lpu after NEET exam in mid September? Or can I take admission in lpu after my NEET exam?,25,a year ago
What is the interview process for students who are selected to attend LPU?,42,a year ago
Which university is better for CSE among LPU and Satyabhama?,290,a year ago
What is the fee structure for admission in B.Tech course at Lovely Professional University (LPU)?,48,a year ago
What are the placements for an MCA student at LPU and Chitkara University?,36,a year ago
What is the hostel free structure for LPU?,22,a year ago
I'm a 9th standard student studying in the North Eastern part of India.What shall I study from now on to get myself enrolled into the IIMC?,9,a year ago
"Which one is better, LPU or BIT (Durg)?",71,a year ago
What are the programs for physically challenged students at LPU?,27,a year ago
How is B.Tech Biotechnology at LPU?,656,a year ago
LPU isn't an AICTE approved university. I know its a UGC approved university. Will the value of B.Tech degree from LPU will be less?,702,a year ago
"Which college is better, LPU or GNDU to pursue computer science and engineering?",989,a year ago
What sorts of placements should a mechanical engineer expect studying in LPU?,45,a year ago
Which is the best university for BBA among Christ University and LPU?,205,a year ago
Which are the various foreign universities with LPU has a tie up?,811,a year ago
Sir I got 90.2312418. am I eligible for NIT or dtu or nsit?,49,a year ago
Which college is better to pursue B.Arch among LPU and Amity University?,126,a year ago
"Does LPU, Punjab provide good placements?",148,a year ago
Is registration amount of 10000 refundable or not of LPU admission?,42,a year ago
Is Lovely Professional University (LPU) a good choice for hotel management?,49,a year ago
"Which is the best college among CEPT, Sir J J College of Architecture, SPA, LPU and RV College?",1300,a year ago
"What are they going to ask me in MBA interview. I am afraid,Is it necessary to qualify Interview for MBA from Mittal School of Business, LPU",121,a year ago
How are the placement records of LPU?,394,a year ago
What is the history of LPU?,702,a year ago
Why should I choose aerospace at LPU?,55,a year ago
How can students take admission in LPU who have not qualified for JEE?,30,a year ago
Is it true that LPU also prepare their students for GATE?,231,a year ago
I want to know about the latest cutoff information for B.Des. in Fashion at LPU Jalandhar.,33,a year ago
What are the details of coursework at LPU?,22,a year ago
If I fail in my additional subject will I be eligible to take admission in LPU for B.Sc. Agriculture?,24,a year ago
"Can I know which college is good for architecture, LPU or IPU?",69,a year ago
"I've got scholarship of rs.70000 yr in LPUNEST,so I want to ask is it a good collehe or not?As I've heard that it's gud only for rich guy's?",354,a year ago
What are the minimum marks required to pass a Ph.D. course work at LPU?,17,a year ago
"Which university has a good placement for an MCA, CU or LPU?",143,a year ago
How is Interior Design of LPU? Can a student get a secure and good paying job after pursuing interior designing from LPU?,27,a year ago
"Do Amazon, Adobe, Microsoft, etc. , recruit students from Lovely Professional University?",23,a year ago
Whether MScAg Agronomy course ICAR approved or not?,29,a year ago
How can I get admission in B.Sc. Forensic Science at LPU? What is the benefit of this course in terms of job opportunities?,92,a year ago
What are the placements of Mechanical Engineering at LPU?,184,a year ago
How can one get admission in LPU? Is it by just clearing the eligibility percentage or will there be a cutoff for admission for all student?,14,a year ago
Can a lower middle class girl afford to study at LPU?,44,a year ago
How is the placement for CSE in LPU?,618,a year ago
Is LPU the best university for pursuing various B.Tech courses?,198,a year ago
"LPU, Amity or SRM, for which placement records are the best?",82,a year ago
L P U has the approval of  ICAR upto 2023.. ifone  take admission in the year of 2022 in msc agronomy..will he get the certificate of ICAR,72,a year ago
Which university should I join LPU or Chandigarh university for B.Tech computer Science.,100,a year ago
I am an international student. What is the process of admission at LPU for a PhD?,12,a year ago
What is the salary of a part-time job at LPU?,600,2 years ago
"IS LPU, SRM or VIT good for mechanical engineering? Please answer.",75,a year ago
What are the job prospects after studying at LPU? What is the average salary for a BE graduate from LPU?,17,a year ago
What is the accreditation status of the B.Tech in computer Science programme from Lovely Professional University (LPU)?,19,a year ago
What is the total expenditure for B.Tech CSE at LPU?,420,a year ago
Which is the better college for MBA between LPU Punjab and ISBR Bangalore?,83,a year ago
When is the admission for MBA 2023 at LPU going to begin?,32,a year ago
Can a student from a non-medical background join the MBBS course at LPU Haryana?,26,a year ago
"Which university is better for B.Tech in CSE amongst CU, LPU and CEC, Landran?",338,a year ago
What is the fee structure of B.Pharma programme at LPU in NCR campus?,33,a year ago
I want to know about the latest cutoff information for B.B.A. LL.B. (Hons.) at LPU Jalandhar.,29,a year ago
Does LPU accept UCEED 2018?,124,a year ago
Is Manipal University better than LPU for a BCA + MCA?,73,a year ago
"Which college is better for CSE among MIT, Pune and LPU, Punjab?",234,a year ago
"Can I know which one is better, NIT Agartala, CU, or LPU for CSE?",61,a year ago
How good is LPU for engineering in CSE? How is its faculty and placement record?,206,a year ago
What is the minimum qualification needed for admission in B Tech programs in LPU?,23,a year ago
"Which is the best option for CSE among DA-IICT, CU and LPU?",577,a year ago
Which university is better among IPU and LPU for B.Tech in CSE?,423,a year ago
Is placement assistance provided for MBA in LPU?,26,a year ago
What is the highest salary package that can be offered by any company to an MBA graduate from Lovely Professional University (LPU)?,26,a year ago
